Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,total_neurons,shape
Bp,simulation647,0.007024572230875492,0.9484834671020508,"[['LeakyReLU', 128], ['Tanh', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation565,0.011454693973064423,0.8745107650756836,"[['ELU', 16], ['Tanh', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation81,0.006367696914821863,1.0756187438964844,"[['ReLU', 32], ['ELU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation86,0.004282387904822826,0.9394756555557251,"[['SiLU', 32], ['ELU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation564,0.022044042125344276,0.9475183486938477,"[['Sigmoid', 16], ['ReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation470,0.008125917054712772,0.9775131344795227,"[['LeakyReLU', 16], ['ReLU', 64], ['SiLU', 16]]",False,traininig_data/treino_s/,96,diamond
Bp,simulation375,0.012768498621881008,1.030677318572998,"[['Sigmoid', 32], ['ReLU', 16], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation238,0.004906162619590759,0.9631631374359131,"[['ReLU', 128], ['ReLU', 64], ['SiLU', 16]]",False,traininig_data/treino_s/,208,bottleneck
Bp,simulation527,0.009926671162247658,0.9360057711601257,"[['Tanh', 32], ['Sigmoid', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation174,0.004303854424506426,0.9419601559638977,"[['ELU', 32], ['Tanh', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation596,0.02399321459233761,1.0634963512420654,"[['ReLU', 16], ['Tanh', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation462,0.0050413585267961025,0.9108434915542603,"[['SiLU', 16], ['ELU', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation704,0.011184877716004848,0.986427366733551,"[['LeakyReLU', 128], ['Sigmoid', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation166,0.005268508568406105,1.063376545906067,"[['Tanh', 64], ['LeakyReLU', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation80,0.012589402496814728,0.9235252141952515,"[['Sigmoid', 16], ['Sigmoid', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation500,0.013884207233786583,0.9245669841766357,"[['ReLU', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation269,0.006426225416362286,0.9671419262886047,"[['LeakyReLU', 128], ['LeakyReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation547,0.015247201547026634,0.9247229099273682,"[['SiLU', 16], ['Tanh', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation505,0.014212772250175476,0.9345270991325378,"[['SiLU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation210,0.006270490121096373,1.0413583517074585,"[['ReLU', 128], ['ELU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation360,0.008565830998122692,0.9492847919464111,"[['ELU', 64], ['ELU', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation464,0.008712881244719028,0.9190271496772766,"[['SiLU', 16], ['SiLU', 32], ['ReLU', 16]]",False,traininig_data/treino_s/,64,diamond
Bp,simulation400,0.006202330347150564,0.9827045202255249,"[['ELU', 32], ['SiLU', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,128,diamond
Bp,simulation581,0.012710954993963242,0.9179063439369202,"[['ELU', 16], ['Tanh', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation536,0.012376896105706692,0.9394366145133972,"[['Sigmoid', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation349,0.012003527022898197,0.9661998748779297,"[['ELU', 32], ['ELU', 16], ['ELU', 128]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation598,0.010150524787604809,0.860662579536438,"[['ELU', 32], ['Sigmoid', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation488,0.009447301737964153,0.9651340842247009,"[['SiLU', 32], ['ELU', 64], ['ELU', 16]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation194,0.005453867372125387,0.9487916827201843,"[['SiLU', 32], ['ReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation674,0.0580441839993,0.9414987564086914,"[['Sigmoid', 16], ['ELU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation503,0.010311328805983067,1.025771975517273,"[['ReLU', 64], ['SiLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation26,0.006089719012379646,0.9713977575302124,"[['Tanh', 16], ['Sigmoid', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation7,0.004616324324160814,0.9672824740409851,"[['LeakyReLU', 32], ['LeakyReLU', 64], ['SiLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation367,0.0071455249562859535,1.037622094154358,"[['SiLU', 128], ['Tanh', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation189,0.013041403144598007,0.961729884147644,"[['ELU', 16], ['ELU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation569,0.014495921321213245,0.9484763145446777,"[['Tanh', 16], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation747,0.008076266385614872,0.9411389231681824,"[['LeakyReLU', 128], ['Sigmoid', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation790,0.011339623481035233,0.9669239521026611,"[['LeakyReLU', 64], ['SiLU', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation183,0.021397411823272705,0.9578827023506165,"[['Sigmoid', 16], ['ELU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation425,0.0048771388828754425,1.0045400857925415,"[['LeakyReLU', 16], ['Tanh', 128], ['Sigmoid', 64]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation576,0.011368165723979473,1.1297833919525146,"[['ReLU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation487,0.005364677403122187,0.9363746047019958,"[['SiLU', 32], ['ReLU', 128], ['SiLU', 32]]",False,traininig_data/treino_s/,192,diamond
Bp,simulation358,0.0058488487266004086,0.9813269972801208,"[['Tanh', 64], ['ReLU', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation260,0.009939998388290405,1.0190908908843994,"[['ELU', 64], ['LeakyReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation769,0.014180676080286503,0.8938113451004028,"[['ELU', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation555,0.010185458697378635,0.9754466414451599,"[['LeakyReLU', 32], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation413,0.007619333453476429,1.018911600112915,"[['Sigmoid', 32], ['ReLU', 128], ['ReLU', 32]]",False,traininig_data/treino_s/,192,diamond
Bp,simulation284,0.005874958820641041,0.9510098099708557,"[['Tanh', 64], ['SiLU', 64], ['ELU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation525,0.043090008199214935,0.9495285749435425,"[['Sigmoid', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation249,0.00578782893717289,0.9717735052108765,"[['SiLU', 64], ['ReLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation48,0.005778778810054064,1.055975079536438,"[['ReLU', 64], ['SiLU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation179,0.009309784509241581,1.0086119174957275,"[['ELU', 16], ['Tanh', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation394,0.007694507949054241,0.9929171204566956,"[['Sigmoid', 128], ['Tanh', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation459,0.010547586716711521,0.9581894874572754,"[['Tanh', 16], ['ELU', 64], ['ELU', 16]]",False,traininig_data/treino_s/,96,diamond
Bp,simulation25,0.021490046754479408,0.9542690515518188,"[['LeakyReLU', 16], ['Sigmoid', 16], ['Tanh', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation281,0.004740800242871046,0.9650447964668274,"[['LeakyReLU', 128], ['LeakyReLU', 64], ['ReLU', 16]]",False,traininig_data/treino_s/,208,bottleneck
Bp,simulation603,0.05131176486611366,0.9450238347053528,"[['Sigmoid', 32], ['ELU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation180,0.012847988866269588,1.0497411489486694,"[['SiLU', 16], ['ReLU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation512,0.014415176585316658,0.9780184626579285,"[['LeakyReLU', 16], ['ReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation620,0.016600169241428375,0.9073277115821838,"[['ELU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation226,0.004394072573632002,0.9618420600891113,"[['LeakyReLU', 64], ['SiLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation628,0.027234474197030067,0.9731824398040771,"[['ReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation85,0.006072113290429115,0.9092150926589966,"[['ELU', 32], ['ReLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation668,0.01349045243114233,0.9506310820579529,"[['Tanh', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation356,0.006173670757561922,0.9555448293685913,"[['ReLU', 64], ['Sigmoid', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation49,0.005791862029582262,1.057873010635376,"[['LeakyReLU', 16], ['ReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation441,0.003353308653458953,0.9427375197410583,"[['Tanh', 64], ['Sigmoid', 128], ['SiLU', 32]]",False,traininig_data/treino_s/,224,diamond
Bp,simulation424,0.005619765724986792,0.953510046005249,"[['LeakyReLU', 32], ['Tanh', 128], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,224,diamond
Bp,simulation439,0.005356817971915007,0.9799061417579651,"[['Tanh', 64], ['Sigmoid', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation577,0.01551130972802639,0.923321545124054,"[['ELU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation27,0.01629379205405712,0.9462800025939941,"[['LeakyReLU', 16], ['ReLU', 16], ['ELU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation784,0.017772166058421135,1.0065299272537231,"[['ReLU', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation17,0.004987487569451332,1.049630880355835,"[['LeakyReLU', 64], ['ReLU', 64], ['SiLU', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation595,0.01984233222901821,0.9575297236442566,"[['Tanh', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation240,0.006577434949576855,0.9691733121871948,"[['ELU', 64], ['Sigmoid', 64], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation624,0.009887853637337685,0.9427793025970459,"[['SiLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation701,0.017772460356354713,0.9274619221687317,"[['SiLU', 64], ['ELU', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation380,0.006902356166392565,0.9389951229095459,"[['SiLU', 32], ['Tanh', 16], ['Sigmoid', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation234,0.008375147357583046,0.9273415803909302,"[['ELU', 64], ['ELU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation445,0.004517761059105396,0.9826005697250366,"[['SiLU', 64], ['ReLU', 128], ['SiLU', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation735,0.018150532618165016,0.9579980373382568,"[['Sigmoid', 128], ['ReLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation172,0.030845599249005318,0.9316203594207764,"[['ReLU', 16], ['Sigmoid', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation115,0.00867360457777977,0.9421050548553467,"[['ELU', 16], ['ELU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation661,0.015779534354805946,0.9361336827278137,"[['ReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation657,0.015688931569457054,0.9394800662994385,"[['Tanh', 128], ['ELU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation738,0.02030738815665245,0.9498626589775085,"[['SiLU', 128], ['ELU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation13,0.010467556305229664,0.9228905439376831,"[['Sigmoid', 16], ['SiLU', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation374,0.008419173769652843,0.9978538155555725,"[['Tanh', 128], ['LeakyReLU', 16], ['Tanh', 32]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation423,0.010184535756707191,0.9796302318572998,"[['LeakyReLU', 16], ['LeakyReLU', 32], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,64,diamond
Bp,simulation666,0.008642386645078659,0.9429078698158264,"[['ReLU', 128], ['ELU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation458,0.005739543586969376,1.0015733242034912,"[['ELU', 32], ['Tanh', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation123,0.005621300078928471,0.9411493539810181,"[['ReLU', 64], ['ELU', 64], ['ELU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation794,0.009358268231153488,0.9372200965881348,"[['LeakyReLU', 128], ['Sigmoid', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation761,0.014981595799326897,0.941495418548584,"[['Sigmoid', 128], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation490,0.006027867551892996,1.0198898315429688,"[['ReLU', 32], ['LeakyReLU', 64], ['Sigmoid', 16]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation119,0.006418084260076284,0.944663941860199,"[['Sigmoid', 64], ['LeakyReLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation99,0.005854134447872639,0.9369914531707764,"[['LeakyReLU', 32], ['SiLU', 32], ['Sigmoid', 128]]",False,traininig_data/treino_s/,192,funnel
