Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,total_neurons,shape
Bp,simulation96,0.005813406314700842,0.9256101250648499,"[['Sigmoid', 16], ['LeakyReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation66,0.004671996925026178,0.9161769151687622,"[['Tanh', 64], ['SiLU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation103,0.009614139795303345,0.9724470376968384,"[['LeakyReLU', 16], ['LeakyReLU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation63,0.005809823516756296,0.9426256418228149,"[['Tanh', 16], ['Sigmoid', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation128,0.010269197635352612,0.9201292991638184,"[['ReLU', 16], ['LeakyReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation105,0.008476181887090206,0.8985316157341003,"[['Sigmoid', 64], ['ELU', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation20,0.009879142045974731,0.9547519087791443,"[['Tanh', 16], ['ReLU', 16], ['ELU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation101,0.004531509708613157,0.9684330224990845,"[['ReLU', 64], ['ReLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation33,0.006590023636817932,0.8866664171218872,"[['ELU', 16], ['SiLU', 32], ['ELU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation110,0.008858968503773212,0.9600743651390076,"[['SiLU', 16], ['Tanh', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation78,0.0049247597344219685,0.9210594296455383,"[['Tanh', 32], ['Sigmoid', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation72,0.006145993247628212,0.8754401803016663,"[['SiLU', 32], ['ELU', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation64,0.008309784345328808,0.9022207260131836,"[['SiLU', 16], ['ELU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation91,0.006869971286505461,0.910991370677948,"[['LeakyReLU', 16], ['ELU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation44,0.006539800204336643,0.9051905870437622,"[['LeakyReLU', 16], ['Sigmoid', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation108,0.004583836067467928,0.86094731092453,"[['ReLU', 64], ['Sigmoid', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation89,0.004847726784646511,0.8425188064575195,"[['Tanh', 16], ['Tanh', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation11,0.0048599522560834885,0.8182346820831299,"[['LeakyReLU', 32], ['Sigmoid', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation94,0.0038130558095872402,0.7915009260177612,"[['ReLU', 16], ['LeakyReLU', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation129,0.006207328289747238,0.9411547780036926,"[['Sigmoid', 64], ['SiLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation67,0.005049873609095812,0.8801578283309937,"[['ReLU', 32], ['ELU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation82,0.007965479046106339,0.9505667090415955,"[['Tanh', 32], ['ELU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation140,0.006840463727712631,0.9126843810081482,"[['ELU', 32], ['ReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation10,0.004843826871365309,0.8352036476135254,"[['ELU', 32], ['ELU', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation141,,,"[['ReLU', 64], ['SiLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation0,0.005374838598072529,0.885642409324646,"[['ELU', 32], ['SiLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation1,0.009230987168848515,0.9889600872993469,"[['ReLU', 16], ['Tanh', 32], ['ELU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation134,0.008075506426393986,0.9292330741882324,"[['LeakyReLU', 32], ['SiLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation52,0.00525507191196084,0.8709896802902222,"[['LeakyReLU', 16], ['ReLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation139,0.014310085214674473,0.9330453276634216,"[['SiLU', 16], ['LeakyReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation38,0.0035330993123352528,0.8655540943145752,"[['SiLU', 32], ['LeakyReLU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation60,0.004913906566798687,0.8620457649230957,"[['ReLU', 16], ['ReLU', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation3,0.005158944055438042,0.976993978023529,"[['ReLU', 32], ['ReLU', 64], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation40,0.00454621622338891,0.8736429214477539,"[['Tanh', 32], ['Sigmoid', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation111,0.004680557642132044,0.8709394931793213,"[['ELU', 64], ['Sigmoid', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation29,0.004662736319005489,0.9160913228988647,"[['ReLU', 32], ['Sigmoid', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
